StripChart:,Data,
Date:, Thu Mar 09 13:00:19 2023
,
Number of Data Variables =, 13,
Max Number of Data Points =, 100000,
Number of Data Points =, 1237,
Time Interval,         1, to ,     74161,

 ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- , ----- ,
       16081,     60.4771,     46.6821,     19.6186,     10.6396,     20.4279,     60.1583,     34.1838,     5.65786,     178.747,     167.179,     262.218,     329.656,     373.791,
       16141,     60.4755,     46.6823,     19.5984,     10.6397,      20.428,     60.1583,     34.1838,     5.65786,     178.709,      167.18,     262.225,     329.685,     373.802,
       16201,      60.474,     46.6823,     19.5786,     10.6397,      20.428,     60.1583,     34.1838,     5.65786,     178.671,     167.181,     262.231,     329.712,     373.814,
       16261,     60.4725,     46.6823,     19.5591,     10.6397,      20.428,     60.1583,     34.1838,     5.65786,     178.634,     167.182,     262.237,     329.738,     373.826,
       16321,      60.471,     46.6823,     19.5401,     10.6396,      20.428,     60.1583,     34.1838,     5.65786,     178.598,     167.183,     262.243,     329.762,     373.839,
       16381,     60.4695,     46.6822,     19.5215,     10.6396,     20.4279,     60.1583,     34.1838,     5.65786,     178.564,     167.184,     262.249,     329.785,     373.852,
       16441,     60.4681,     46.6821,     19.5033,     10.6396,     20.4278,     60.1583,     34.1838,     5.65786,      178.53,     167.185,     262.254,     329.806,     373.865,
       16501,     60.4667,     46.6819,     19.4855,     10.6395,     20.4277,     60.1583,     34.1838,     5.65786,     178.498,     167.187,      262.26,     329.826,     373.878,
       16561,     60.4653,     46.6817,     19.4682,     10.6394,     20.4276,     60.1583,     34.1838,     5.65786,     178.466,     167.188,     262.265,     329.845,     373.892,
       16621,     60.4639,     46.6814,     19.4513,     10.6393,     20.4274,     60.1583,     34.1838,     5.65786,     178.435,      167.19,      262.27,     329.862,     373.905,
       16681,     60.4626,     46.6812,     19.4349,     10.6393,     20.4272,     60.1583,     34.1838,     5.65787,     178.405,     167.191,     262.276,     329.879,     373.919,
       16741,     60.4614,     46.6809,      19.419,     10.6392,     20.4271,     60.1583,     34.1838,     5.65787,     178.376,     167.193,     262.281,     329.894,     373.932,
       16801,     60.4601,     46.6806,     19.4035,     10.6391,     20.4269,     60.1583,     34.1838,     5.65787,     178.348,     167.195,     262.286,     329.909,     373.945,
       16861,     60.4589,     46.6803,     19.3885,      10.639,     20.4268,     60.1583,     34.1838,     5.65787,     178.321,     167.196,     262.291,     329.922,     373.958,
       16921,     60.4577,     46.6801,      19.374,     10.6389,     20.4266,     60.1583,     34.1838,     5.65787,     178.294,     167.198,     262.296,     329.935,     373.971,
       16981,     60.4565,     46.6798,       19.36,     10.6388,     20.4264,     60.1583,     34.1838,     5.65787,     178.269,       167.2,     262.301,     329.948,     373.983,
       17041,     60.4554,     46.6795,     19.3465,     10.6388,     20.4263,     60.1583,     34.1838,     5.65787,     178.244,     167.202,     262.305,     329.959,     373.995,
       17101,     60.4543,     46.6792,     19.3335,     10.6387,     20.4262,     60.1583,     34.1838,     5.65787,     178.219,     167.203,      262.31,      329.97,     374.007,
       17161,     60.4532,     46.6789,      19.321,     10.6386,      20.426,     60.1583,     34.1838,     5.65787,     178.196,     167.205,     262.315,     329.981,     374.019,
       17221,     60.4522,     46.6786,     19.3091,     10.6386,     20.4259,     60.1583,     34.1838,     5.65787,     178.173,     167.206,     262.319,     329.991,      374.03,
       17281,     60.4512,     46.6783,     19.2976,     10.6385,     20.4259,     60.1583,     34.1838,     5.65787,      178.15,     167.208,     262.324,     330.001,     374.042,
       17341,     60.4502,     46.6781,     19.2867,     10.6385,     20.4258,     60.1583,     34.1838,     5.65787,     178.129,     167.209,     262.328,      330.01,     374.052,
       17401,     60.4492,     46.6778,     19.2763,     10.6385,     20.4257,     60.1583,     34.1838,     5.65787,     178.108,      167.21,     262.333,     330.019,     374.063,
       17461,     60.4483,     46.6776,     19.2663,      11.485,     20.4254,     60.1583,     34.1838,     5.65787,     178.087,     167.212,     262.337,     330.028,     374.074,
       17521,     60.4474,     46.6773,      19.257,     11.6986,     20.4249,     60.1583,     34.1838,     5.65787,     178.067,     167.124,     262.336,     330.037,     374.084,
       17581,     60.4465,     46.6771,     19.2481,     11.8065,     20.4248,     60.1583,     34.1838,     5.65787,     178.048,     166.521,     262.299,     330.046,     374.094,
       17641,     60.4456,     46.6769,       19.24,     11.8612,     20.4251,     60.1583,     34.1838,     5.65787,     178.029,     165.639,     262.268,     330.059,     374.104,
       17701,     60.4448,     46.6769,      19.232,     11.8887,     20.4252,     60.1583,     34.1838,     5.65787,     178.011,     164.791,     262.278,     330.083,     374.114,
       17761,      60.444,     46.6775,     19.2236,     11.9018,     20.4241,     60.1583,     34.1838,     5.65787,     177.993,      164.14,     262.342,     330.126,     374.125,
       17821,     60.4433,     46.6788,     19.2142,     11.9068,     20.4211,     60.1583,     34.1838,     5.65788,     177.976,     163.719,     262.456,     330.195,     374.138,
       17881,     60.4426,     46.6811,     19.2037,     11.9073,     20.4163,     60.1583,     34.1838,     5.65789,      177.96,     163.492,     262.606,     330.294,     374.156,
       17941,     60.4419,     46.6845,     19.1929,     11.9056,     20.4106,     60.1583,     34.1838,     5.65791,     177.946,     163.403,     262.781,     330.424,     374.179,
       18001,     60.4413,     46.6888,     19.1827,     11.9033,     20.4053,     60.1583,     34.1837,     5.65793,     177.933,     163.401,     262.967,     330.583,     374.211,
       18061,     60.4407,     46.6939,      19.174,     11.9013,     20.4014,     60.1583,     34.1837,     5.65795,     177.928,     163.449,     263.158,     330.769,     374.252,
       18121,     60.4403,     46.6995,     19.1674,     11.9003,     20.3996,     60.1583,     34.1837,     5.65797,     177.918,     163.521,     263.347,     330.975,     374.304,
       18181,     60.4399,     46.7052,     19.1632,     11.9006,        20.4,     60.1583,     34.1837,     5.65797,     177.907,     163.602,     263.531,     331.198,     374.369,
       18241,     60.4396,     46.7109,      19.161,      11.902,     20.4024,     60.1583,     34.1837,     5.65797,     177.897,     163.683,     263.708,     331.431,     374.447,
       18301,     60.4395,     46.7163,     19.1603,     11.9042,     20.4062,     60.1583,     34.1837,     5.65796,     177.888,     163.761,     263.878,      331.67,     374.538,
       18361,     60.4394,     46.7212,     19.1608,     11.9068,     20.4109,     60.1583,     34.1837,     5.65795,     177.878,     163.833,     264.041,     331.912,     374.643,
       18421,     60.4393,     46.7255,     19.1619,     11.9097,     20.4159,     60.1583,     34.1838,     5.65793,     177.868,     163.899,     264.197,     332.154,      374.76,
       18481,     60.4392,      46.729,     19.1633,     11.9125,     20.4208,     60.1583,     34.1838,     5.65791,     177.859,     163.961,     264.347,     332.392,     374.889,
       18541,     60.4391,     46.7318,     19.1647,      11.915,     20.4252,     60.1583,     34.1838,     5.65789,     177.849,     164.019,     264.491,     332.627,      375.03,
       18601,      60.439,     46.7338,     19.1661,     11.9172,      20.429,     60.1583,     34.1838,     5.65787,      177.84,     164.075,     264.639,     332.855,     375.182,
       18661,     60.4388,     46.7351,     19.1674,     11.9189,     20.4321,     60.1583,     34.1839,     5.65786,     177.831,      164.13,     264.773,     333.077,     375.343,
       18721,     60.4338,     46.7356,     19.1685,     11.9203,     20.4345,     60.1583,     34.1839,     5.65784,     177.823,     164.185,     264.897,     333.292,     375.508,
       18781,     60.4335,     46.7354,     19.1697,     11.9214,     20.4363,     60.1583,     34.1839,     5.65783,     177.815,     164.239,     265.018,       333.5,     375.686,
       18841,     60.4331,     46.7346,     19.1709,     11.9221,     20.4376,     60.1583,     34.1839,     5.65782,     177.808,     164.294,     265.136,       333.7,     375.871,
       18901,     60.4327,     46.7332,     19.1722,     11.9226,     20.4384,     60.1583,     34.1839,     5.65782,     177.801,     164.349,      265.25,     333.893,     376.063,
       18961,     60.4323,     46.7312,     19.1736,     11.9228,     20.4389,     60.1583,     34.1839,     5.65781,     177.796,     164.404,     265.362,     334.079,      376.26,
       19021,     60.4319,     46.7287,     19.1753,     11.9229,      20.439,     60.1583,     34.1839,     5.65781,     177.791,     164.458,     265.471,     334.259,     376.462,
       19081,     60.4314,      46.726,     19.1772,     11.9228,     20.4389,     60.1583,     34.1839,     5.65781,     177.787,     164.511,     265.577,     334.432,     376.669,
       19141,     60.4309,     46.7227,     19.1794,     11.9226,     20.4385,     60.1583,     34.1839,     5.65781,     177.784,     164.562,     265.679,     334.598,     376.879,
       19201,     60.4305,      46.719,     19.1818,     11.9223,      20.438,     60.1583,     34.1839,     5.65781,     177.782,     164.612,     265.779,     334.756,     377.092,
       19261,     60.4301,     46.7151,     19.1846,      11.922,     20.4375,     60.1583,     34.1839,     5.65781,     177.781,     164.659,     265.875,     334.908,     377.308,
       19321,     60.4297,     46.7109,     19.1877,     11.9216,     20.4368,     60.1583,     34.1839,     5.65781,      177.78,     164.704,     265.968,     335.053,     377.529,
       19381,     60.4293,     46.7065,     19.1912,     12.2986,      20.436,     60.1583,     34.1839,     5.65782,      177.78,     164.747,     266.058,     335.192,     377.753,
       19441,     60.4289,      46.702,     19.1949,     12.5334,     20.4351,     60.1583,     34.1839,     5.65782,     177.781,     164.851,     266.157,     335.324,     377.979,
       19501,     60.4286,     46.6973,      19.199,     12.6517,     20.4341,     60.1583,     34.1839,     5.65782,     177.782,     164.666,     266.217,      335.45,     378.204,
       19561,     60.4283,     46.6925,     19.2036,     12.7114,     20.4333,     60.1583,     34.1839,     5.65783,     177.784,     164.172,     266.265,     335.572,     378.429,
       19621,     60.4281,     46.6877,     19.2085,     12.7414,     20.4329,     60.1583,     34.1839,     5.65783,     177.785,     163.558,     266.331,     335.691,     378.654,
       19681,     60.4279,      46.683,     19.2136,     12.7562,     20.4323,     60.1583,     34.1839,     5.65783,     177.788,     163.016,     266.444,     335.813,     378.878,
       19741,     60.4277,     46.6785,     19.2183,     12.7628,     20.4308,     60.1583,     34.1839,     5.65784,     177.791,     162.626,     266.612,     335.943,     379.101,
       19801,     60.4276,     46.6744,     19.2222,     12.7647,     20.4279,     60.1583,     34.1839,     5.65785,     177.794,     162.391,     266.827,     336.086,     379.325,
       19861,     60.4275,     46.6707,     19.2255,     12.7641,      20.424,     60.1583,     34.1838,     5.65786,     177.798,     162.278,     267.076,     336.243,     379.552,
       19921,     60.4274,     46.6675,     19.2286,     12.7622,     20.4197,     60.1583,     34.1838,     5.65787,     177.803,      162.25,     267.344,     336.417,     379.783,
       19981,     60.4274,     46.6647,     19.2321,       12.76,     20.4157,     60.1583,     34.1838,     5.65789,     177.809,     162.272,     267.622,     336.607,      380.02,
       20041,     60.4275,     46.6621,     19.2368,     12.7583,     20.4128,     60.1583,     34.1838,      5.6579,     177.815,     162.322,       267.9,     336.812,     380.266,
       20101,     60.4276,     46.6596,     19.2429,     12.7575,     20.4113,     60.1583,     34.1838,     5.65792,     177.821,     162.384,     268.173,     336.687,     380.521,
       20161,     60.4278,     46.6572,     19.2505,     12.7575,     20.4114,     60.1583,     34.1838,     5.65792,     177.828,     162.448,     268.439,      336.98,     380.788,
       20221,     60.4281,     46.6546,     19.2595,     12.7584,     20.4129,     60.1583,     34.1838,     5.65792,     177.835,      162.51,     268.694,     337.282,     381.023,
       20281,     60.4284,     46.6518,     19.2695,     12.7599,     20.4154,     60.1583,     34.1838,     5.65792,     177.841,     162.567,      268.94,     337.587,     381.353,
       20341,     60.4287,     46.6487,     19.2802,     12.7618,     20.4185,     60.1583,     34.1838,     5.65791,     177.848,     162.618,     269.177,     337.891,     381.688,
       20401,     60.4291,     46.6453,     19.2913,     12.7638,     20.4217,     60.1583,     34.1838,     5.65789,     177.854,     162.665,     269.404,     338.191,      382.03,
       20461,     60.4295,     46.6415,     19.3025,     12.7658,     20.4249,     60.1583,     34.1838,     5.65788,      177.86,     162.707,     269.622,     338.486,     382.372,
       20521,     60.4298,     46.6373,     19.3137,     12.7675,     20.4278,     60.1583,     34.1838,     5.65787,     177.866,     162.746,     269.833,     338.773,     382.712,
       20581,     60.4302,     46.6328,     19.3247,     12.7691,     20.4304,     60.1583,     34.1838,     5.65786,     177.872,     162.784,     270.035,     339.052,     383.054,
       20641,     60.4305,     46.6279,     19.3356,     12.7704,     20.4324,     60.1583,     34.1839,     5.65785,     177.878,     162.821,      270.23,     339.323,      383.39,
       20701,     60.4307,     46.6227,     19.3463,     12.7714,     20.4341,     60.1583,     34.1839,     5.65784,     177.884,     162.858,      270.42,     339.583,     383.715,
       20761,      60.431,     46.6231,     19.3569,     12.7721,     20.4353,     60.1583,     34.1839,     5.65783,      177.89,     162.895,     270.603,     339.833,     384.125,
       20821,     60.4311,     46.6175,     19.3674,     12.7726,     20.4361,     60.1583,     34.1839,     5.65783,     177.896,     162.932,     270.781,     340.073,     384.441,
       20881,     60.4313,     46.6116,     19.3778,     12.7729,     20.4366,     60.1583,     34.1839,     5.65782,     177.903,     162.969,     270.953,     340.315,     384.745,
       20941,     60.4314,     46.6056,     19.3882,     12.7731,     20.4369,     60.1583,     34.1839,     5.65782,      177.91,     163.006,     271.119,     340.578,     385.036,
       21001,     60.4315,     46.5994,     19.3986,     12.7731,     20.4369,     60.1583,     34.1839,     5.65782,     177.918,     163.043,     271.279,     340.823,     385.315,
       21061,     60.4316,     46.5932,      19.409,      12.773,     20.4367,     60.1583,     34.1839,     5.65782,     177.925,     163.079,     271.435,     341.053,     386.424,
       21121,     60.4317,     46.5868,     19.4194,     12.7728,     20.4364,     60.1583,     34.1839,     5.65782,     177.934,     163.114,     271.584,     341.268,     386.778,
       21181,     60.4318,     46.5804,     19.4299,     12.7725,     20.4359,     60.1583,     34.1839,     5.65782,     177.942,     163.148,     271.729,     341.468,     387.117,
       21241,     60.4318,      46.574,     19.4403,     12.7721,     20.4354,     60.1583,     34.1839,     5.65782,     177.951,     163.181,     271.868,     341.655,     387.443,
       21301,     60.4319,     46.5675,     19.4509,     12.7718,     20.4348,     60.1583,     34.1839,     5.65782,     177.961,     163.212,     272.002,     341.829,     387.567,
       21361,      60.432,     46.5612,     19.4615,     12.7714,     20.4341,     60.1583,     34.1839,     5.65783,      177.97,     163.241,     272.131,     341.992,     387.872,
       21421,     60.4321,     46.5548,     19.4721,     12.7709,     20.4335,     60.1583,     34.1839,     5.65783,      177.98,     163.269,     272.256,     342.144,     388.164,
       21481,     60.4323,     46.5486,     19.4828,     12.7705,     20.4328,     60.1583,     34.1839,     5.65783,      177.99,     163.295,     272.375,     342.286,     388.444,
       21541,     60.4324,     46.5424,     19.4935,     12.7701,     20.4321,     60.1583,     34.1839,     5.65784,     178.001,     163.319,      272.49,     342.418,     388.711,
       21601,     60.4326,     46.5363,     19.5043,     12.7697,     20.4315,     60.1583,     34.1839,     5.65784,     178.011,     163.341,     272.601,     342.542,     388.966,
       21661,     60.4328,     46.5303,     19.5152,     12.7693,     20.4309,     60.1583,     34.1839,     5.65784,     178.022,     163.362,     272.707,     342.658,     389.209,
       21721,      60.433,     46.5245,     19.5261,      12.769,     20.4303,     60.1583,     34.1839,     5.65784,     178.032,     163.382,     272.809,     342.766,     389.441,
       21781,     60.4332,     46.5188,     19.5359,     12.7678,     19.6844,     60.1583,     34.1839,     5.65785,     178.043,     163.399,     272.907,     342.649,     389.662,
       21841,     60.4334,      46.506,     19.5441,     12.7657,      19.423,     60.1583,     34.1838,     5.65786,     178.053,     163.415,     273.001,      342.74,     389.873,
       21901,     60.4337,     46.4984,     19.5491,     12.7613,     19.2832,     60.1583,     34.1838,     5.65788,     178.064,     163.429,     273.092,     342.824,     390.074,
       21961,     60.4339,      46.492,     19.5525,      12.756,     19.2067,     60.1583,     34.1838,     5.65791,     178.074,     163.443,     273.179,     342.904,     390.265,
       22021,     60.4342,     46.4862,     19.5567,     12.7513,     19.1644,     60.1583,     34.1837,     5.65794,     178.085,     163.458,     273.261,     342.978,     390.447,
       22081,     60.4345,     46.4808,     19.5631,      12.748,     19.1415,     60.1583,     34.1837,     5.65797,     178.095,     163.471,     273.339,     343.045,      390.62,
       22141,     60.4348,     46.4756,     19.5721,     12.7466,       19.13,     60.1583,     34.1837,     5.65799,     178.105,     163.482,     273.411,     343.104,     390.784,
       22201,     60.4351,     46.4706,     19.5835,     12.7468,     19.1259,     60.1583,     34.1837,       5.658,     178.115,     163.488,     273.477,     343.153,     390.938,
       22261,     60.4354,     46.4658,     19.5966,     12.7482,     19.1255,     60.1583,     34.1837,       5.658,     178.125,      163.49,     273.538,     343.191,     391.083,
       22321,     60.4358,     46.4609,      19.611,     12.7506,     19.1278,     60.1583,     34.1837,     5.65799,     178.134,     163.488,     273.595,     343.216,     391.218,
       22381,     60.4362,     46.4563,      19.626,     12.7535,     19.1315,     60.1583,     34.1837,     5.65798,     178.143,     163.481,     273.647,     343.228,     391.342,
       22441,     60.4367,     46.4517,     19.6412,     12.7566,     19.1358,     60.1583,     34.1837,     5.65796,     178.152,     163.473,     273.697,     343.227,     389.405,
       22501,     60.4371,     46.4473,     19.6563,     12.7596,     19.1402,     60.1583,     34.1837,     5.65794,      178.16,     163.465,     273.738,     343.211,     389.499,
       22561,     60.4376,      46.443,      19.671,     12.7624,     19.1443,     60.1583,     34.1838,     5.65792,     178.168,     163.457,     273.741,      343.18,     389.583,
       22621,      60.438,     46.4389,     19.6852,     12.7648,     19.1479,     60.1583,     34.1838,      5.6579,     178.176,     163.452,     273.743,     343.135,     389.657,
       22681,     60.4384,      46.435,     19.6988,     12.7669,      19.151,     60.1583,     34.1838,     5.65788,     178.184,     163.449,     273.746,     343.075,     389.719,
       22741,     60.4387,     46.4313,     19.7119,     12.7686,     19.1535,     60.1583,     34.1838,     5.65787,     178.192,      163.45,     273.749,         343,      389.77,
       22801,      60.439,     46.4279,     19.7243,     12.7699,     19.1554,     60.1583,     34.1839,     5.65786,       178.2,     163.455,     273.751,     342.912,     389.809,
       22861,     60.4392,     46.4246,     19.7363,     12.7708,     19.1567,     60.1583,     34.1839,     5.65785,     178.208,     163.463,     273.754,     342.809,     389.836,
       22921,     60.4394,     46.4218,     19.7478,     12.7714,     19.1576,     60.1583,     34.1839,     5.65784,     178.217,     163.475,     273.758,     342.693,     389.851,
       22981,     60.4396,     46.4191,     19.7588,     12.7717,      19.158,     60.1583,     34.1839,     5.65784,     178.226,      163.49,     273.761,     342.778,     389.853,
       23041,     60.4397,     46.4168,     19.7694,     12.7718,     19.1581,     60.1583,     34.1839,     5.65783,     178.235,     163.506,     273.764,     342.634,     389.843,
       23101,     60.4398,     46.4148,     19.7797,     12.7717,     19.1578,     60.1583,     34.1839,     5.65783,     178.245,     163.525,     273.768,     342.477,     389.821,
       23161,     60.4399,     46.4131,     19.7897,     12.7713,     19.1573,     60.1583,     34.1839,     5.65783,     178.255,     163.544,     273.771,     342.307,     389.787,
       23221,       60.44,     46.4117,     19.7993,     12.7709,     19.1566,     60.1583,     34.1839,     5.65784,     178.266,     163.564,     273.774,     342.126,     389.742,
       23281,     60.4401,     46.4106,     19.8087,     12.7703,     19.1557,     60.1583,     34.1839,     5.65784,     178.277,     163.584,     273.777,     341.934,     389.685,
       23341,     60.4402,     46.4099,     19.8179,     12.7697,     19.1547,     60.1583,     34.1839,     5.65784,     178.288,     163.604,      273.78,     341.732,     389.619,
       23401,     60.4404,     46.4094,     19.8269,      12.769,     19.1537,     60.1583,     34.1839,     5.65785,     178.299,     163.623,     273.782,     341.519,     389.542,
       23461,     60.4405,     46.4093,     19.8357,     12.7683,     19.1526,     60.1583,     34.1839,     5.65785,      178.31,     163.642,     273.784,     341.296,     389.456,
       23521,     60.4407,     46.4095,     19.8443,     12.7676,     19.1515,     60.1583,     34.1839,     5.65785,     178.322,     163.659,     273.786,     341.065,     389.361,
       23581,     60.4408,       46.41,     19.8528,     12.7669,     19.1504,     60.1583,     34.1838,     5.65786,     178.333,     163.675,     273.788,     340.826,     389.257,
       23641,      60.441,     46.4108,     19.8611,     12.7663,     19.1494,     60.1583,     34.1838,     5.65786,     178.345,     163.689,      273.79,     340.579,     389.146,
       23701,     60.4413,     46.4118,     19.8693,     12.7657,     19.1484,     60.1583,     34.1838,     5.65787,     178.356,     163.702,     273.791,     340.326,     389.027,
       23761,     60.4415,     46.4131,     19.8774,     12.7651,     19.1476,     60.1583,     34.1838,     5.65787,     178.367,     163.714,     273.792,     340.108,     388.902,
       23821,     60.4418,     46.4147,     19.8854,     12.7646,     19.1468,     60.1583,     34.1838,     5.65788,     178.378,     163.724,     273.793,      339.89,     388.771,
       23881,     60.4421,     46.4166,     19.8932,     12.7641,     19.1461,     60.1583,     34.1838,     5.65788,     178.389,     163.733,     273.793,     339.672,     388.633,
       23941,     60.4424,     46.4186,      19.901,     12.7637,     19.1455,     60.1583,     34.1838,     5.65788,     178.399,      163.74,     273.793,     339.454,      388.49,
       24001,     60.4427,     46.4209,     19.9086,     12.7634,      19.145,     60.1583,     34.1838,     5.65789,      178.41,     163.746,     273.793,     339.237,     388.342,
       24061,      60.443,     46.4233,     19.9161,     12.7632,     19.1446,     60.1583,     34.1838,     5.65789,     178.419,      163.75,     273.793,     339.023,      388.19,
       24121,     60.4434,      46.426,     19.9234,      12.763,     19.1443,     60.1583,     34.1838,     5.65789,     178.429,     163.754,     273.793,     338.812,     388.033,
       24181,     60.4437,     46.4288,     19.9307,     12.7628,      19.144,     60.1583,     34.1838,     5.65789,     178.438,     163.756,     273.792,     338.605,     387.871,
       24241,      60.444,     46.4318,     19.9378,     12.7627,     19.1439,     60.1583,     34.1838,      5.6579,     178.447,     163.758,     273.791,       338.4,     387.706,
       24301,     60.4444,     46.4348,     19.9447,     12.7627,     19.1438,     60.1583,     34.1838,      5.6579,     178.455,     163.759,      273.79,       338.2,     387.537,
       24361,     60.4447,     46.4381,     19.9515,     12.7626,     19.1438,     60.1583,     34.1838,      5.6579,     178.464,     163.759,     273.789,     338.004,     387.364,
       24421,     60.4451,     46.4414,     19.9582,     12.7627,     19.1438,     60.1583,     34.1838,      5.6579,     178.471,     163.758,     273.788,     337.814,     387.188,
       24481,     60.4454,     46.4448,     19.9646,     12.7627,     19.1439,     60.1583,     34.1838,      5.6579,     178.479,     163.757,     273.787,     337.628,     387.008,
       24541,     60.4457,     46.4483,     19.9709,     12.7628,     19.1439,     60.1583,     34.1838,      5.6579,     178.486,     163.756,     273.785,     337.449,     386.826,
       24601,      60.446,     46.4518,      19.977,     12.7628,     19.1441,     60.1583,     34.1838,      5.6579,     178.492,     163.755,     273.784,     337.279,      386.64,
       24661,     60.4463,     46.4554,     19.9829,     12.7629,     19.1442,     60.1583,     34.1838,      5.6579,     178.499,     163.753,     273.782,     337.116,     386.452,
       24721,     60.4466,      46.459,     19.9886,      12.763,     19.1443,     60.1583,     34.1838,      5.6579,     178.505,     163.751,      273.78,     336.959,     386.261,
       24781,     60.4469,     46.4626,     19.9941,     12.7631,     19.1444,     60.1583,     34.1838,      5.6579,      178.51,      163.75,     273.779,     336.808,     386.068,
       24841,     60.4472,     46.4605,     19.9994,     12.7632,     19.1446,     60.1583,     34.1838,     5.65789,     178.516,     163.748,     273.777,     336.664,     386.055,
       24901,     60.4474,     46.4642,     20.0045,     12.7633,     19.1447,     60.1583,     34.1838,     5.65789,     178.521,     163.746,     273.775,     336.527,     385.862,
       24961,     60.4477,     46.4679,     20.0093,     12.7634,     19.1448,     60.1583,     34.1838,     5.65789,     178.526,     163.745,     273.774,     336.396,     385.667,
       25021,     60.4479,     46.4716,     20.0139,     12.7634,     19.1449,     60.1583,     34.1838,     5.65789,      178.53,     163.743,     273.772,     336.272,     385.471,
       25081,     60.4482,     46.4752,     20.0183,     12.7635,      19.145,     60.1583,     34.1838,     5.65789,     178.535,     163.742,      273.77,     336.155,     385.273,
       25141,     60.4484,     46.4788,     20.0224,     12.7636,     19.1451,     60.1583,     34.1838,     5.65789,     178.539,     163.741,     273.769,      336.48,     385.075,
       25201,     60.4486,     46.4824,     20.0263,     12.7636,     19.1452,     60.1583,     34.1838,     5.65789,     178.543,      163.74,     273.767,     336.403,     384.875,
       25261,     60.4488,     46.4859,       20.03,     12.7637,     19.1453,     60.1583,     34.1838,     5.65789,     178.546,     163.739,     273.765,     336.331,     384.676,
       25321,      60.449,     46.4893,     20.0335,     12.7637,     19.1454,     60.1583,     34.1838,     5.65789,      178.55,     163.738,     273.764,     336.264,     384.477,
       25381,     60.4492,     46.4927,     20.0367,     12.7637,     19.1454,     60.1583,     34.1838,     5.65789,     178.553,     163.737,     273.763,     336.202,     384.278,
       25441,     60.4493,      46.496,     20.0396,     12.7638,     19.1455,     60.1583,     34.1838,     5.65789,     178.556,     163.736,     273.761,     336.146,     384.081,
       25501,     60.4495,     46.4992,     20.0424,     12.7638,     19.1455,     60.1583,     34.1838,     5.65789,     178.559,     163.735,      273.76,     336.094,     383.885,
       25561,     60.4497,     46.5023,     20.0449,     12.7639,     19.1456,     60.1583,     34.1838,     5.65789,     178.561,     163.734,     273.759,     336.047,     383.691,
       25621,     60.4498,     46.5054,     20.0472,     12.7639,     19.1457,     60.1583,     34.1838,     5.65789,     178.564,     163.733,     273.758,     336.005,       383.5,
       25681,       60.45,     46.5084,     20.0492,      12.764,     19.1458,     60.1583,     34.1838,     5.65789,     178.566,     163.732,     273.757,     335.967,     383.311,
       25741,     60.4501,     46.5113,      20.051,      12.764,     19.1458,     60.1583,     34.1838,     5.65789,     178.568,     163.731,     273.756,     335.933,     383.126,
       25801,     60.4502,     46.5141,     20.0526,     12.7641,     19.1459,     60.1583,     34.1838,     5.65789,      178.57,      163.73,     273.755,     335.904,     382.945,
       25861,     60.4504,     46.5168,      20.054,     12.7641,      19.146,     60.1583,     34.1838,     5.65789,     178.571,     163.729,     273.754,     335.878,     382.753,
       25921,     60.4505,     46.5194,     20.0551,     12.7642,     19.1461,     60.1583,     34.1838,     5.65789,     178.573,     163.728,     273.753,     335.855,     382.599,
       25981,     60.4506,     46.5219,      20.056,     12.7643,     19.1463,     60.1583,     34.1838,     5.65789,     178.574,     163.726,     273.752,     335.837,     382.452,
       26041,     60.4508,     46.5243,     20.0567,     12.7644,     19.1464,     60.1583,     34.1838,     5.65789,     178.575,     163.725,     273.752,     335.821,     382.311,
       26101,     60.4509,     46.5266,     20.0571,     12.7644,     19.1465,     60.1583,     34.1838,     5.65788,     178.576,     163.723,     273.751,     335.809,     382.174,
       26161,      60.451,     46.5289,     20.0573,     12.7645,     19.1466,     60.1583,     34.1838,     5.65788,     178.577,     163.721,      273.75,       335.8,     382.044,
       26221,     60.4511,      46.531,     20.0574,     12.7646,     19.1468,     60.1583,     34.1838,     5.65788,     178.577,     163.719,      273.75,     335.793,      381.92,
       26281,     60.4512,      46.533,      20.058,     12.7652,     19.4526,     60.1583,     34.1838,     5.65788,     178.578,     163.718,     273.749,     335.789,       381.8,
       26341,     60.4513,     46.5275,     20.0588,     12.7662,       19.64,     60.1583,     34.1838,     5.65788,     178.578,     163.716,     273.749,     335.787,     381.715,
       26401,     60.4514,     46.5262,     20.0598,     12.7674,     19.7609,     60.1583,     34.1838,     5.65787,     178.578,     163.714,     273.748,     335.788,      381.61,
       26461,     60.4515,     46.5265,     20.0614,     12.7691,     19.8414,     60.1583,     34.1838,     5.65786,     178.578,      163.71,     273.748,     335.791,     381.511,
       26521,     60.4516,     46.5274,     20.0633,     12.7712,     19.8962,     60.1583,     34.1839,     5.65785,     178.578,     163.706,     273.748,     335.796,     381.418,
       26581,     60.4517,     46.5286,     20.0649,      12.773,     19.9339,     60.1583,     34.1839,     5.65784,     178.578,     163.703,     273.748,     335.803,     381.331,
       26641,     60.4518,       46.53,     20.0656,     12.7742,     19.9595,     60.1583,     34.1839,     5.65783,     178.578,     163.703,     273.749,     335.812,      381.25,
       26701,     60.4518,     46.5314,     20.0651,     12.7748,     19.9766,     60.1583,     34.1839,     5.65782,     178.578,     163.704,      273.75,     335.823,     381.177,
